Sender Name;Recipient Name;Amount
Norma Westbrook;Jeffrey Schick;1025.35
Linda Brown;Tony Conte;40936.73
Delores Kerstetter;Louis Hogue;10940.66
Robert Bach;Paul Berry;2029.26
Michael Jimenez;Nora Boyd;1422.35
Neil Kamai;Derrick Messing;1827.36
Mary Dean;Angela Page;1457.46
Roberta Byrne;Nancy Manrique;23080.04
Heather Lawrence;Joanna Briscoe;1885.49
Walter Grace;Thomas Maestas;153.41
Thomas Zordan;Alma Powell;89492.68
William Perez;Joseph Crockett;677.69
Walter Grace;Don Hallquist;6406.1
Mary Garcia;Melissa Castro;23996.28
Jacqueline Shockley;Dennis Hill;111901.51
Francesca Noel;Winston Mazzariello;22916.17
Winifred Fisher;Larry Chilton;2494.36
Filomena Biss;Helen Easton;41.37
Judy Moore;June Bapties;6165.15
James Obrien;Laurie Cates;16428.62
Patricia Figueroa;Kevin Duque;1566.65
Lisa Guillotte;Kristen Mcafee;5114.58
Cassandra Matthews;Monte Johnson;10004.29
Sarah Beachy;Mabel Brand;5846.59
Flora Morin;Alice Lankford;2035.39
Ryan Petersen;Nikita Hawkins;41965.49
Kenneth Rodriguez;James Mcwilliams;19644.72
Timothy Marshall;Lori Lucas;18481.24
Sheri Rupe;Amber Walker;803.58
Scott French;Susan Fellin;3051.69
Edward Rogers;Tommy Huertas;1365.36
Barbara Myers;Michael Constantino;30771.35
Christina Reis;Mathew Archie;18539.45
Patricia Davis;James Cain;565.02
John Oates;Catherine Johnston;20659.24
Frank Amos;Frances Norman;235.74
Elva Brooks;William Perez;145.72
Michele Rowan;Ronald Karge;274.33
James Layne;Gordon Ny;1256.39
John Kridel;Alice Lankford;85162.5
Gregory Lee;Carolyn Fields;55.37
James Moore;Dianne Alsina;7473.19
Salvador Vanacore;Bryan Loeffler;1626.87
Sean Roger;Ethel Hughes;272526.12
Vincent Paxson;Sandra Jackson;5222.4
Kirk Schuyler;Mary Guillen;109954.14
Buford Weaver;Anthony Popp;518.29
Mary Hendry;Louise Walker;837.65
Dorothy Norman;Marie Waugh;7915.54
Antoinette Stanely;Patrick Campbell;1139.5
Shawn Machado;Paul Charleston;4342.18
William Varney;Martin Holsomback;782.08
Felice White;Alfonso Mckinney;16540.91
Terrance Gildea;Steven Bean;33660.59
Joseph Draper;Vickie Townsend;3550.05
Richard Brunton;Dana Sanchez;14499.44
Walter Hooper;Joshua Pitts;676.54
Noreen Bolden;Benjamin Webley;3145.77
James Walls;Helen Beck;37836.35
Eunice Bublitz;Jeffrey Kiper;3715.28
Kristin Andrews;Angela Goldbach;12019.47
Angela Goldbach;Robin Haddad;197.1
Angelia Pendergrass;Helen Coombs;9784.4
Cindy Curry;Alfredo Morris;12393.77
Vickie Mulder;William Creel;543.21
Raymond Raj;Charles Smith;2739.69
Donald Viggiano;Shane Bradley;14603.48
Adella Drouin;Eddie Gray;703329.96
Cecilia Nieto;Matthew Boyles;29610.0
Ron Chamberlain;Bennie Danielson;1588.83
Debra Gunter;Peggy Baran;199806.98
Eva Roundtree;Jean Jones;155.91
Howard Samayoa;Kelly Murray;2114.62
Kristi Maloney;Russ Brewton;8359.14
Mary Stevenson;Tina Maciel;5029.92
William Mason;Mary Osofsky;11593.86
Dorothy Watkins;Gina Zeigler;2089.24
Jennifer Woodard;Ronald Strobeck;3225.13
Rolanda Schiller;Everett Smith;2654.13
Peter Lunsford;Ruth Caceres;1043.83
Jennifer Blackwell;Susan Snyder;13668.46
Tiara Jackson;Joyce Shutt;1576.0
Nancy Bodkin;Lisa Pratt;1304.23
Martin Mclaughlin;Vickie Mulder;2306.44
James Losey;Bettye Eisele;10751.79
Paul Bessette;Nicholas Wilkins;4980.98
Ruby Bias;Emily Romo;1029.3
Renee Simmons;William Newton;46560.73
Jackie Bell;Lily Francis;2234.85
Ilana Benson;Zella Sabatelli;2893.4
Rolanda Schiller;Patricia Tinker;672.59
Mary Young;Susan Guerrero;4219.28
Ruth Ortiz;Todd Thoren;26876.34
Anne Garner;James Blow;36166.1
Cynthia Hatch;Joanne Holbert;1278.9
Richard Osborn;Shelia Sagers;15855.93
Lupe Honkanen;Mark Wendt;36892.02
Kenneth Mott;Deborah Cassano;3456.73
Sabrina Benitez;Christy Browning;14334.52
Mariann Laplant;Jacqueline Shockley;3706.47
Aurelia Russell;Sue Dearborn;10385.17
Edward Strahan;George Heon;5803.31
Richard Haith;Roger Gambrell;110.42
Janet Young;Jeremy Price;491.99
Adella Drouin;Louise Thompson;472.94
Marco Pettit;Wanda Sewell;31022.9
Donna Crosten;Mandy Smith;895.32
Abel Frey;Rachel Ballew;505.23
Michael Grimm;Helen Easton;5674.85
Ginger Rashid;James Kuan;17540.57
Molly Morgan;Arlene Nagle;0.0
Tess Gage;James Losey;151.53
Christy Oliver;Daniel Owen;27353.94
Richard Fletcher;Filomena Biss;3293.94
Benjamin Martin;Jennifer Vrba;6933.77
Melvin East;Lara Taylor;2433.19
Jeffery Chavez;Ronna Wiley;3713.95
Kelly Evans;Wanda Sewell;79718.76
June Broadwater;John Estrada;5265.59
Noreen Bolden;Michael Williams;71527.03
Janet Steinmetz;Shawn Machado;19829.01
Linda Brown;Dewayne Lopez;6276.24
Judith Lamar;John James;54.29
Mary Dean;Michael Ogrady;895.66
Jack Sheetz;Eva Colton;347.94
Alisha Boersma;Linda Saxon;1628.93
Russel Tran;Julia Wilkinson;5579.21
Lucas Williams;Bradley Henke;7260.36
Nicholas Wehner;James Blow;1234.49
Brianne Villalobos;Bruce Washington;8323.71
Virginia Nikas;Thaddeus Mary;978.66
Michael Rebuck;Mary Liefer;2952.86
Pok Brown;Jessie Lopez;44941.34
Andrew Mondragon;Ronald Metzner;9104.85
Jean Jones;Jewell Heath;239.98
Robert Poyner;Calvin Howard;39103.28
Arthur Jordan;Julio Wolcott;9044.05
Joshua Brahm;Delmer Jones;81848.09
Joey Spencer;June Bapties;4638.56
George Hamilton;Bobby Mastriano;221.54
Lisa Dean;John Vaughn;9301.86
June Bapties;Timothy Christensen;907.59
Clayton Ploss;Calvin Mosby;553.45
Charles Holmes;Cornell Lewis;15.61
Milton Hatch;Ralph Erickson;4707.06
Willie Loew;John Oates;4395.23
William Sheets;William Layton;16259.45
Austin Littman;Michael Williams;2907.12
Herman Jackson;Robert Day;4148.02
Ted Metzger;Matthew Chavez;3085.22
Kevin Martinez;David Leonard;6399.09
David Williams;Georgia Rosales;8816.49
Alisha Blasengame;Jerry Huggins;156.63
Anita James;Gregory Wilson;34425.09
Jason Hobbs;Kirk Schuyler;1504.95
Shizue Lowry;James Wilson;3798.1
Sandra Forrest;Michael Santiago;7072.56
Eduardo Green;Sean Roger;7857.37
Ashley Ray;Zachary Mau;16486.97
Mary Williams;Laura Simmons;3991.39
Steve Mei;Arthur Maasch;2922.1
James Lyon;Tony Conte;3706.07
Geoffrey Dubray;George Meister;765.53
Joanna Maher;Carrie Pipkin;5002.96
Amanda Richardson;Daniel Ferenz;232.52
Winston Mazzariello;Kristen Stanton;4440.34
Camille Ferguson;Micheal Hill;9011.61
Holly Nelson;Molly Morgan;1809.59
Anthony James;Karen Mccrudden;4339.73
Doris Arrington;Humberto Bates;1133.67
Jeannie Jackson;Justin Allen;228.48
Michele Rowan;Peter Friesenhahn;579.6
Arlene Nagle;John Vaughn;1655.89
Jason Hobbs;Roger Vorse;65.7
Sofia Mclaughlin;Samuel Wiederwax;12.84
Zella Sabatelli;Melissa Mansi;4572.49
Stephen Butcher;Thomas Garrison;97969.89
James Hightower;Debbi Pezzuti;4202.17
Rosario Carr;Heather Rucker;6062.92
Karen Rollo;William Graham;3364.13
Rose Martinez;Judy Cardwell;325.73
Jack Diaz;Richard Williford;74344.95
William Johnson;Dorthy Currie;694.18
Elton Knight;Juanita Jiles;4715.94
Jill Schwart;Brian Myers;3972.17
William Rowell;Tommy Huertas;344329.16
Hugh Goodson;Ronald Kehres;1094.83
Lucille Jenkins;Shawn Machado;1156.59
Carmen Bernstein;Steven Hornback;9626.98
Donald Petersik;Joseph Lewis;0.0
Richard Davila;Mariann Laplant;2489.23
Lupe Honkanen;Betty Gross;3574.54
Jose Sanchez;Joan Collins;286067.15
Jessica Peters;David Bailey;2778.06
Mark Willis;Lupe Honkanen;36391.29
Shawn Mccartney;Jo Benton;139746.08
Josephine Brown;Phyllis Vanausdal;31952.22
Claire Gurley;Dacia Henesey;7319.14
Pauline Ahearn;Richard Haith;2386.61
Robert Klein;Joseph Emery;192.84
Billy Desmarais;James Scott;957.95
Sherry Fox;Donna Bright;11818.24
Diane Mcclellan;James Fennel;405.91
Stacy Marinese;Paul Barrera;22041.05
Mary Eastman;Thomas Williams;3.68
Stacey Brannan;Abel Frey;5315.15
Keith Rollins;Freddie Gallegos;22558.05
Jeremy Alexander;Jim Weslowski;13897.56
Omar Brinkman;Donna Osmun;210335.94
Kevin Garrett;Megan Hernandez;6428.54
Laura Park;Joseph Crockett;3919.82
Alice Kamp;Mary Osofsky;1730.73
Cassi Charlton;Jocelyn Neal;12041.67
James Cunningham;Jenice Snyder;817.65
Frances Walling;Joshua Snapp;74.24
Ethel Hughes;Brian Villarreal;40390.51
Timothy Troia;Yolanda Johnson;41616.5
Richard Hernandez;Daniel Ferenz;6415.37
Charles Aguirre;Joey Spencer;3696.49
Donald Funke;Walter Shepherd;335.03
Jacqueline Stoops;Mary Eastman;314.44
Billy Ruffo;Melissa Rodriguez;1927.58
Regina Whiting;Irma Tindall;401.75
Crystal Riffle;Jennifer Vrba;4488.05
Robert Walker;Ginger Pankey;18320.25
Vanessa Snow;Amber Gibson;4247.02
Frank Thornburg;Daniel Sias;20898.78
Eddie Brock;Jo Stanley;12342.6
Paul Barrera;Mildred Gauss;2360.28
Darryl Lee;Daniel Marks;1229.17
Melvin East;Walter Schaefer;11839.93
Minerva Friedman;Winifred Fisher;29535.95
Jonathan Thiel;Scott Olson;31101.76
Nicole Henrich;Brian Whitten;41438.46
Frances Walton;Adella Drouin;400.32
Jane Liscomb;Otto Barron;10071.9
Theresa Waters;Juan Mendoza;19129.21
Patricia Domingo;Angela Mollette;4490.53
Scott Olson;Ralph Erickson;7000.53
Jacquelyn Crowder;Jack Diaz;4926.21
George Hamilton;George Rogers;1157.39
Brian Whitten;Virginia Miller;2833.52
Dawn Holley;Jimmy Sturrock;4811.07
Eric Yontz;Vincent Paxson;740.11
Joan Collins;Joseph Beck;268.39
Peter Lunsford;Heather Rucker;6144.88
Brandon Miller;Susan Philbert;291.8
Mandy Brown;Julie Fletcher;2793.34
Lucille Fuller;Margaret Hirsch;3439.16
Paul King;Ralph Dietlin;4317.21
Willie Anderson;Ruth Moody;1749.43
Claudine Peterson;Raymond Smith;2163.25
Freda Fisher;Rachel Tyson;6246.99
Martha Wilhite;Carmen Springer;4982.75
Robert Nelson;Lanelle Baiz;14158.94
Kevin Martinez;Dawn Holley;35210.38
Frances Walton;Chelsey Bennett;6102.82
Lorraine Blaschke;Joshua Coleman;3950.95
Larry Mincy;Teri Akers;4682.38
Robert Schrader;Deanna Whittemore;1503.75
James Frazier;Danny Stockton;980.26
Patricia Domingo;Jackie Byas;2878.06
Melissa Mansi;Donald Martinez;17340.94
Mark Wealer;Beverly Allums;7666.92
Robert Taylor;Richard Haith;1402.04
Robert Melena;Regina Poston;57028.95
Jack Neal;Sabrina Peabody;104.81
Elizabeth Macias;Larry Cortez;5854.76
Victoria Chilton;Dortha Marsh;20690.08
Richard Gilmore;Eric Thorsen;158.55
Nathan Hodak;Virginia Tyson;3252.85
Maria Hooks;Pamela Lyon;3995.23
Mary Stewart;James Maldonado;3155.46
Mathew Archie;David Herring;7073.13
Douglas Gaskin;Tommy Huertas;670.46
David Sanderfer;Lisa Slemmons;10726.61
Perry Stevens;Christopher Northrup;14057.06
James Rempel;Nelson Rogers;4857.85
Martin Thomas;Kristi Talbot;4714.35
Lori Cunningham;Darlene Shultis;6392.35
Gwendolyn Hurtado;Frank Rodriguez;20052.25
Jeannie Jackson;Helen Haines;119155.31
Don Hallquist;Gustavo Ramos;2340.89
Roger Scott;Sergio Ayala;5824.84
Heidi Sheperd;Ronald Lee;103159.81
Eva Roundtree;Susan Philbert;52637.13
Mari Laclair;Mary Layden;3222.71
Michael Constantino;Derek Brickley;12160.49
Eloisa Cureton;Michael Risner;2242.39
Dorothy Watkins;Matthew Bailey;11665.69
Ralph Demello;William Doyle;833.5
Betty Ayala;Richard Colson;1697.49
Casey Boyce;Leo Beaver;639.88
Jesse Steinmetz;Kirk Schuyler;1372.71
David Hale;William Simar;368.62
Pearl Flaming;Lucy Morgan;11514.54
Edward Mcmillen;Linda Grafton;2156.54
Jenifer Allen;Melissa Reese;3831.82
Jamie Crespo;Rayford Sullins;493.37
Cathryn Wright;Daniel Ferenz;18728.29
Phillip Farnsworth;Randy Elsea;13.01
Freddie Gallegos;Kevin Lee;57299.99
Yolanda Baoloy;Virgil Williams;2224.24
Dean Eddins;Susan Osborne;489.27
Margaret Grantham;John Tatum;211922.31
Nelson Wilson;Flora Morin;230731.1
Debra Gunter;Thomas Byrge;2490.78
Jan Moons;Ruth Pacheco;10339.54
Claire Gurley;Carly Thompson;152.29
Melissa Rios;Rita Haid;5009.07
Timmy Elfrink;Cynthia Downs;1415.84
Jacquelyn Crowder;Dora Brooks;92743.03
Brian Free;Laurie Randall;2129.82
Pamela Jackson;Marie Dorman;24456.59
Jayne Littman;Kristina Payne;105576.52
Mary Ortiz;Roger Delgado;0.0
Teresa Poling;Philip Hill;514.98
Darrell Johnson;Vicki Ramos;694.46
Nell Edes;Scott French;40691.07
Matthew Chavez;Jeremy Price;161.43
Edward Strahan;James Moreno;1511.36
Nancy Manrique;Angie Prater;29265.86
Andrew Mondragon;Laurie Cates;73438.89
Helen Jensen;Lisa Hardison;134826.35
Virginia Tyson;June Broadwater;7251.0
Mabel Brand;Jo Benton;8408.91
Stacey Brannan;Helen Wallace;339.46
Tony Conte;Susan Brown;2615.49
Danita Stephens;Verna Barton;6428.36
Phyllis Reeder;George Watkins;17280.63
Robert Mercer;Roger Jefferson;130.01
Lauren Radin;Nellie Carrere;6606.69
Tyrone Alfonso;Cynthia Harkavy;1994.97
Robin Peter;James Thomas;3420.64
Roger Ford;Jesse Steinmetz;188154.61
Tim Broadnax;Calvin Mosby;69605.39
Nellie Carrere;James Cain;288.9
Robert Dreese;Ruby Bias;178.46
David Faul;Omar Brinkman;3435.73
Nancy Harris;Margorie Henry;58695.12
David Polowy;Susan Williams;155.51
Austin Littman;Steven Handley;267.56
Lora Hammonds;Lewis Haughney;30.01
Carly Thompson;Teri Akers;4644.02
George Toney;Richard Snyder;740.35
Melissa Mansi;James Dodd;3871.17
Janet Moody;Winifred Fisher;5405.98
Marilyn Branton;Shelia Sagers;28999.33
Cynthia Wilcox;Marilyn Branton;3761.18
Jennifer Blackwell;Richard Smith;118838.04
Earnest Horne;Steven Ingram;22683.47
Camille Ferguson;Shirley Davis;6287.79
Daniel Marks;Patricia Tenebruso;2201.47
Diana Beaty;Jose Butler;29894.16
Richard Goodwin;Ray Dennis;11817.33
Carol Edwards;John Tatum;1124.92
Marylouise Ruffo;Timothy Betancourt;330.88
Emily Romo;Robert Schrader;3020.32
Sharon Beall;Aubrey Rutenberg;4128.28
Deanna Whittemore;Amanda Richardson;2890.49
Gerald Bertsch;Helen Harrison;24723.39
Carolina Warren;Kurt Erps;40913.58
Catherine Johnston;Jessica Peters;16911.22
Charles Aguirre;Megan Hernandez;20313.01
Mathew Archie;Joel Marx;12704.45
Glenn Gleen;Joey Braddy;368.49
Bethany Gamino;Martin Hermosillo;1836.46
Rodney Dunlap;Kevin Torres;2084.19
Wanda Gambrill;Shelia Sagers;119501.33
Daryl Silas;Patricia Tinker;917.11
Dennis Slayton;Ted Metzger;15962.52
David Herold;Peter Yi;1265.11
Melba Teixeira;Daniel Bud;5027.55
Cynthia Soto;Dewey Jackson;101.25
James Lyon;Sabrina Peabody;6064.1
Michelle Jennings;Donald Wells;11491.29
Ida Thompson;Elizabeth Parsons;19168.03
Keith Rollins;Cameron Gleason;1885.17
Eva Roundtree;Veronica Withers;13244.88
Virginia Miller;Matthew Crosby;9143.1
Gabriela Johnson;Tara Given;27361.1
Arthur Maasch;Roxanne Olson;2513.5
Lela Kibler;Hilda Gracia;67884.02
Kristi Maloney;Zachary Mau;79244.32
Jason Waldrop;Anthony Reed;1677.27
Rosie Penn;Paul Padilla;4649.91
Nora Boyd;Lauren Radin;16979.36
Cynthia Shafer;Larry Vinton;4079.78
Jennifer Blackwell;Robert Russey;1422.78
Michael Rudzinski;Annie Powell;27207.62
Fred Green;Richard Haith;954.23
Milton Hatch;Bobby Shutts;53.3
Jack Beard;Darryl Lee;52225.75
Delores Kerstetter;Judy Harris;485.02
Marjorie Cruz;Pamela Aderholt;76643.84
Michael Scott;Mary Henderson;4839.31
Dan Ayer;Lee Bellman;558.51
Dianne Campanile;Jared Livingston;7935.99
Jason Hobbs;James Kuan;1255.96
John Arthur;Jo Stanley;625.66
Christy Browning;Carolina Warren;63670.36
Troy Irvine;Donnie Sackett;18554.44
Hilda Gracia;Ruth Pacheco;2977.58
Valerie Northrup;Zachary Harrington;30858.72
Bertha Orourke;Jack Sheetz;5189.64
Richard Colson;Ethel Hughes;8273.56
Abel Frey;Barbara Shaver;43.92
Michael Freeman;Mariann Laplant;128.88
Kristi Maloney;Bonnie Castaneda;4398.7
William Creel;Angela Page;1761.52
Rolanda Schiller;Donna Lawson;7963.14
Bertha Freeland;Alma Walker;266.48
Joanne Brown;Sidney Meier;9895.64
Daniel Peterson;Christopher Hilliard;3523.76
Sidney Leonard;Arlene Nagle;7084.3
Nadia Dreessen;Cynthia Shafer;190.87
Derek Valentine;Helen Clark;14808.54
Arlene Klein;Helen Bush;2121.26
Harold Tallent;Afton Yoshina;12710.34
Angel Shook;Lawrence Devane;5396.55
William Greco;Malissa Gaydos;55258.51
Thomas Sweigart;Calvin Ives;557.36
Peter Friesenhahn;Elsie Welborn;7585.63
Mary Loske;Andrea Oglesby;1011.92
Jamal Jackson;Kathy Young;26268.9
Bruce Gioe;Michael Jones;733.67
Nancy Harris;Julia Chavez;22799.74
Ester Halfmann;Doris Arrington;27947.72
Brenda Lewis;William Taylor;4942.61
Maude Boyd;Frank Peckham;9720.43
Barbara Vassar;Frank Hicks;3743.59
Marian Scarbrough;Elaina Macintyre;1079.62
Ronnie Barber;Joan Navarro;1940.95
Clarence Richard;Ron Chamberlain;34.66
Mary Ortiz;Rebecca Eaton;10179.57
Julie Thompson;Cathryn Wright;836.89
Sherry Fox;Roger Diaz;430.09
Megan Hernandez;Latoya Johnson;13618.68
Dorthy Currie;Nellie Eads;102748.95
Charlotte Johnson;Terri Girton;400.22
Marie Hayes;Perry Stevens;2271.27
Ryan Bridges;Richard Brunton;10822.16
Lois Backhaus;Matthew Mccurley;204.55
Samuel Triplett;Heidi Goguen;52472.67
Jacqueline Stoops;Richard Gilmore;113385.95
Richard Hookano;Peter Friesenhahn;6998.62
Norman Houck;Fredric Mathews;30527.28
Lucas Williams;Mark Wealer;14088.96
James Caceres;Vincent Jackson;2604.27
Julie Fletcher;David Shumway;23614.88
James Kuan;Joe Newman;37344.83
Peter Sanders;Sandra Jackson;4614.96
Toni Franco;Marie Jordan;358.57
Deanna Jackson;James Reinhart;12632.8
Christopher Miller;Nicholas Johnson;8172.35
Yolanda Baoloy;Richard Smith;1373.08
Willie Anderson;Arthur Soden;9725.78
Nadia Dreessen;Jeanie Green;11121.06
Kathleen Wise;Clay Nesbit;18429.83
Melissa Reese;James Wilson;11266.95
Crystal Graves;Bonnie Castaneda;70727.61
Carrie Levine;Lamar Brown;42894.82
Jennifer Perry;Maurice Gerald;2181.01
Beatrice Burris;Angela Lett;112748.23
Rosemary Richardson;Mary Stevenson;982.93
Samantha Hemp;Mallory Kranz;22252.27
Daniel Sias;Tommie Haymes;1879.38
Jeffrey Mcpherson;Irma Tindall;14315.75
Zachary Barrera;Patricia Figueroa;13745.78
Ethel Hughes;Billy Hanna;2216.03
Kurt Erps;Gerald Bertsch;6178.14
Jason Connors;Michele Willis;3415.89
Jo Stanley;Anthony Popp;14219.48
Amanda Schwartz;Mary Hoover;10054.25
Lydia Rodriguez;Jason Walker;63390.8
Vivian Backey;Ashley Hart;9828.15
Marjorie Cruz;Catherine Young;2082.72
Billy Carney;Amy Linder;19387.78
William Springer;Avis Lautman;1582.6
Mary Freeman;Paul Weinberg;2378.96
Michael Constantino;John Foley;10.52
Kenneth Mott;David Herold;30270.09
Michael Kelley;Michelle Jennings;817.56
Evelyn Gonzalez;Gabriela Johnson;1818.94
Gloria Bowman;James Obrien;2117.93
William Simar;Jeremiah Swenson;122749.47
Jack Valencia;James Crider;9000.89
Nancy Northcutt;Clayton Coleman;19447.94
Sam Leach;Shelia Sagers;2950.61
Joshua Snapp;Otto Barron;11.83
Peter Mccalmont;Milton Hatch;2713.26
Eva Colton;Victoria Chilton;5059.73
Kenneth William;Anthony Popp;9292.91
Quintin Caccavale;Clarence Richard;5313.8
Robert Lane;Diane Mcclellan;9931.69
Steve Mei;Edward White;7370.13
Margaret Grantham;Rickey Winter;28709.54
Lewis Haughney;Matthew Conyers;12170.69
Michael Branch;George Brodsky;2916.88
Jose Butler;Jane Liscomb;5725.63
Thelma Harvey;Donnie Brace;3388.27
Donald Wells;Amy Wolff;1921.87
Martha Sizer;Jack Malone;6375.62
Ronald Beck;Brian Villarreal;1829.78
Christopher Pitonyak;Samuel Hasson;425.8
Matthew Bailey;Pearl Flaming;7326.92
Enrique Brown;Lorraine White;1070.4
Nellie Eads;Christine Underwood;17946.16
Frances Walling;Rebecca Anderson;10768.77
Chad Johns;George Toney;1521.33
Mark Fitch;Douglas Gaskin;176.6
Robert Haynes;Daniel Arbogast;16605.0
Brock Parker;Sandra Forrest;24182.13
Edward Hood;Robert Klein;235.63
Bernard Bradley;Veronica Marrow;7444.39
Mabel Ung;Billie Aldridge;9749.88
Alma Powell;Jennifer Woodard;21516.91
Patricia Stallworth;Lori Anderson;3141.68
Ramon Merlo;Mary Liefer;1167.1
Kirk Schuyler;Bertha Freeland;695.82
Darryl Lee;Joseph Preston;278.09
Roger Jefferson;Sophia Cook;454.61
Mary Garcia;Louise Wilkerson;261.19
Martha Rousey;Glenn Gleen;701.58
Timothy Marshall;Loretta Butler;1275.67
Lucinda Allen;Michael Constantino;515.27
Beau Figueroa;Linda Gentry;617.34
Michael Rudzinski;Lacey Gregory;22.72
Jack Valencia;Larry Harvey;428.45
David Leonard;Jean Pilling;48.14
Russ Brewton;Janet Pangallo;8315.93
Mary Guillen;Beatrice Shae;5387.2
Hector Tyler;Lily Francis;728.7
Hector Berwick;Cassandra Matthews;804.8
Howard Fultz;Corrine Semien;6535.53
Peter Mccalmont;Robert Melena;1439.28
David Shumway;Viola Gillilan;38034.25
David Johnson;Jeremy Dennison;10610.64
Jay Garay;Mary Rivera;25178.49
Christopher Miller;Terry Gustafson;12723.9
Robert Bradshaw;Mary Page;7179.31
William Quigley;Arlene Ledet;2319.17
Jeremy Alexander;Jay Garay;331.89
Billie Aldridge;Sidney Tartaglia;1533.3
Roxanne Olson;Milton Hatch;1109.98
Patricia Testa;Kathleen Wise;5.01
Keith Brightwell;Judith Green;12989.5
Heidi Sheperd;Dennis Hill;0.0
Helen Haines;Josephine Brown;11939.03
Carol Cave;Thelma Harvey;62331.39
Cory Paine;Alisha Boersma;5743.87
Paul King;Samuel Wiederwax;1393.43
Charlotte Johnson;Iva Edwards;30386.69
Brian Myers;Margaret Grantham;2076.37
William Springer;Ada Brockington;177.79
Barbara Muterspaw;Robert Bach;59252.5
Bertha Freeland;Mark Williams;180.69
Bernice Stafford;Yolanda Baoloy;1208.2
Jack Neal;Ellis Snyder;48106.24
Shirley Davis;John Delo;35296.17
Lea Ownbey;Justin Gill;0.0
Charles Caldwell;Dessie Tang;23150.11
Jo Benton;Lakeshia Jacobs;41.09
Josephine Brown;Zachary James;1081.11
James Cain;Ronald Lynch;0.0
Ray Dennis;Judi Diaz;5151.07
William Kort;Karen Gaston;1432.47
James Barnes;Joe Newman;7345.06
Roberta Olivas;Laura Hawley;1376.91
Andrew Daggett;Vanessa Snow;75.89
Lawrence Majors;Ada Brockington;8842.38
Herman Jackson;Marilyn Oetzel;3085.03
Marilyn Oetzel;Paul Dowe;1921.34
Mary Henderson;Eddie Hickman;2440.94
Rita Gaietto;Virginia Wade;1356.25
Willie Loew;Mary Hoover;1365.0
Michael Jones;Kevin Duque;1185.33
Jeremy Morse;Ted Metzger;2534.68
Dwayne Spice;Scott Nickel;0.89
Matthew Crosby;Nicholas Ardoin;32154.22
Linda Gentry;Eddie Hickman;16126.62
Richard Snyder;Jonathan Stuart;3874.13
Ralph Susko;Carlos Ardoin;4631.95
Cynthia Hatch;Philip Ray;22480.84
Eric Encino;Karen Barnes;4549.97
Lisa Peppers;Virgil Williams;158.47
Charles Carrel;Nicholas Wehner;0.0
Frederick Tucker;Sidney Meier;1444.87
Charlie Miron;Kelly Lewis;14042.74
Norma Westbrook;Eduardo Green;3629.15
Brian Whitten;Christopher Schwipps;1019.68
Karen Mccrudden;James Thao;19628.42
Esther Mattson;Judith Lamar;6178.22
